2.699,0.978,,,
2.832,0.977,,,
3.069,0.974,,,
3.097,0.975,,,
3.127,0.974,,,
3.465,0.971,,,
3.44,0.968,,,
3.812,0.959,,,
1.534,0.991,,,
1.553,0.991,,,
1.587,0.991,,,
1.443,0.992,,,
2.556,0.984,,,
2.438,0.987,,,
2.338,0.985,,,
2.559,0.984,,,
2.797,0.98,,,
3.133,0.971,,,
2.243,0.98,,,
2.655,0.97,,,
2.251,0.977,,,
3.668,0.956,,,
3.033,0.972,,,
2.973,0.974,,,
1.924,0.984,,,
1.655,0.987,,,
1.6,0.988,,,
1.416,0.991,,,
2.483,0.972,,,
1.857,0.987,,,
2.198,0.985,,,
2.143,0.984,,,
2.021,0.987,,,
1.935,0.989,,,
1.893,0.99,,,
1.919,0.99,,,
2.126,0.987,,,
2.106,0.987,,,
2.116,0.986,,,
2.273,0.982,,,
2.325,0.982,,,
2.05,0.984,,,
2.196,0.982,,,
1.967,0.985,,,
1.94,0.984,,,
1.662,0.988,,,
1.566,0.989,,,
1.339,0.991,,,
1.991,0.982,,,
1.743,0.986,,,
2.07,0.983,,,
2.043,0.985,,,
1.855,0.988,,,
1.56,0.991,,,
1.574,0.99,,,
1.62,0.989,,,
1.547,0.99,,,
1.251,0.993,,,
1.542,0.988,,,
1.24,0.992,,,
1.455,0.989,,,
1.874,0.983,,,
1.968,0.981,,,
2.22,0.974,,,
2.496,0.966,,,
1.845,0.979,,,
1.549,0.983,,,
1.765,0.984,,,
1.836,0.971,,,
2.026,0.952,,,
1.76,0.957,,,
1.493,0.965,,,
1.319,0.969,,,
1.374,0.961,,,
1.25,0.962,,,
1.175,0.959,,,
1.108,0.962,,,
1.26,0.953,,,
1.132,0.964,,,
1.098,0.966,,,
1.41,0.948,,,
1.16,0.962,,,
1.015,0.971,,,
0.957,0.975,,,
1.232,0.958,,,
0.95,0.98,,,
1.265,0.995,,,
1.288,0.995,,,
1.391,0.994,,,
1.544,0.993,,,
1.549,0.992,,,
1.64,0.992,,,
1.776,0.989,,,
2.119,0.984,,,
1.87,0.983,,,
2.099,0.98,,,
2.274,0.977,,,
2.238,0.976,,,
2.434,0.972,,,
2.317,0.974,,,
2.339,0.974,,,
2.361,0.973,,,
2.04,0.98,,,
2.14,0.979,,,
2.121,0.978,,,
2.257,0.975,,,
2.129,0.976,,,
2.229,0.973,,,
2.333,0.97,,,
1.971,0.976,,,
2.161,0.972,,,
2.192,0.971,,,
2.1,0.975,,,
2.056,0.981,,,
2.054,0.982,,,
2.285,0.979,,,
2.158,0.981,,,
2.187,0.981,,,
2.159,0.981,,,
1.904,0.983,,,
2.086,0.979,,,
1.795,0.983,,,
1.813,0.983,,,
1.716,0.984,,,
1.747,0.984,,,
2.093,0.979,,,
1.956,0.982,,,
2.078,0.981,,,
2.327,0.977,,,
2.388,0.975,,,
2.107,0.977,,,
1.787,0.982,,,
1.601,0.985,,,
2.233,0.973,,,
2.217,0.977,,,
3.043,0.956,,,
1.729,0.987,,,
2.333,0.959,,,
2.032,0.959,,,
2.104,0.935,,,
2.215,0.888,,,
1.688,0.909,,,
1.231,0.931,,,
1.495,0.899,,,
1.816,0.862,,,
1.393,0.916,,,
1.341,0.945,,,
0.999,0.975,,,
0.814,0.987,,,
1.014,0.987,,,
1.299,0.984,,,
1.27,0.986,,,
1.579,0.985,,,
1.461,0.988,,,
2.215,0.979,,,
2.889,0.97,,,
3.713,0.949,,,
2.148,0.975,,,
2.619,0.969,,,
2.714,0.971,,,
2.158,0.977,,,
2.38,0.975,,,
2.179,0.975,,,
2.065,0.977,,,
2.08,0.975,,,
2.027,0.972,,,
1.951,0.97,,,
1.259,0.985,,,
1.252,0.984,,,
1.105,0.987,,,
1.094,0.988,,,
1.161,0.983,,,
1.31,0.977,,,
0.985,0.986,,,
1.075,0.984,,,
1.031,0.984,,,
1.664,0.963,,,
1.31,0.976,,,
1.097,0.984,,,
1.146,0.983,,,
1.233,0.981,,,
1.148,0.983,,,
1.076,0.986,,,
1.042,0.987,,,
1.042,0.987,,,
1.211,0.984,,,
1.366,0.98,,,
1.475,0.98,,,
1.544,0.978,,,
1.699,0.972,,,
1.372,0.982,,,
1.311,0.984,,,
1.229,0.987,,,
1.147,0.989,,,
1.188,0.989,,,
1.27,0.988,,,
1.256,0.99,,,
1.287,0.989,,,
1.504,0.987,,,
1.593,0.985,,,
1.821,0.981,,,
2.182,0.976,,,
2.608,0.97,,,
2.769,0.97,,,
2.567,0.976,,,
2.435,0.98,,,
2.162,0.984,,,
2.73,0.978,,,
2.793,0.978,,,
3.341,0.97,,,
3.614,0.965,,,
3.668,0.962,,,
3.502,0.968,,,
3.211,0.972,,,
2.857,0.979,,,
2.731,0.98,,,
2.679,0.981,,,
2.472,0.984,,,
2.473,0.983,,,
2.448,0.983,,,
2.254,0.985,,,
2.245,0.985,,,
2.36,0.983,,,
2.544,0.98,,,
2.785,0.976,,,
2.857,0.974,,,
2.809,0.973,,,
2.486,0.979,,,
2.312,0.983,,,
2.017,0.986,,,
1.897,0.987,,,
1.728,0.989,,,
1.692,0.988,,,
1.817,0.987,,,
1.776,0.987,,,
1.673,0.988,,,
1.848,0.985,,,
1.667,0.986,,,
1.705,0.985,,,
2.383,0.973,,,
2.176,0.976,,,
1.643,0.984,,,
1.586,0.984,,,
1.362,0.988,,,
1.514,0.988,,,
1.444,0.99,,,
1.566,0.989,,,
1.497,0.991,,,
1.542,0.991,,,
1.457,0.992,,,
1.413,0.992,,,
1.496,0.99,,,
1.761,0.987,,,
1.814,0.985,,,
1.732,0.986,,,
1.674,0.986,,,
2.295,0.981,,,
2.068,0.983,,,
2.204,0.983,,,
1.978,0.991,,,
1.661,0.993,,,
1.64,0.992,,,
1.402,0.994,,,
1.178,0.995,,,
1.279,0.993,,,
1.316,0.992,,,
1.37,0.989,,,
1.562,0.982,,,
1.925,0.966,,,
1.644,0.97,,,
1.665,0.962,,,
1.388,0.97,,,
1.223,0.978,,,
1.559,0.971,,,
3.429,0.87,,,
2.245,0.966,,,
2.588,0.948,,,
3.087,0.933,,,
2.955,0.925,,,
2.221,0.954,,,
2.572,0.943,,,
2.224,0.956,,,
2.568,0.946,,,
2.958,0.929,,,
2.861,0.93,,,
2.942,0.924,,,
1.365,0.904,,,
1.295,0.901,,,
1.067,0.926,,,
1.037,0.922,,,
1.227,0.897,,,
1.47,0.888,,,
1.656,0.876,,,
1.48,0.9,,,
1.536,0.88,,,
1.34,0.925,,,
1.22,0.941,,,
1.15,0.954,,,
1.057,0.961,,,
1.043,0.965,,,
1.121,0.963,,,
1.128,0.966,,,
1.162,0.967,,,
1.254,0.96,,,
1.453,0.958,,,
1.519,0.958,,,
1.486,0.963,,,
1.461,0.967,,,
1.473,0.969,,,
1.392,0.974,,,
1.44,0.974,,,
1.488,0.975,,,
1.447,0.978,,,
1.435,0.98,,,
1.395,0.981,,,
1.361,0.983,,,
1.319,0.983,,,
1.262,0.984,,,
1.811,0.962,,,
1.559,0.968,,,
1.685,0.969,,,
1.411,0.975,,,
1.291,0.978,,,
1.277,0.977,,,
1.447,0.971,,,
1.387,0.974,,,
1.547,0.973,,,
1.416,0.975,,,
1.552,0.972,,,
1.634,0.972,,,
1.329,0.984,,,
1.069,0.99,,,
1.196,0.987,,,
1.262,0.987,,,
1.195,0.99,,,
1.237,0.988,,,
1.383,0.987,,,
1.338,0.989,,,
1.255,0.99,,,
1.538,0.985,,,
1.643,0.981,,,
1.672,0.983,,,
1.617,0.983,,,
2.033,0.974,,,
2.665,0.954,,,
2.501,0.961,,,
2.247,0.967,,,
2.255,0.977,,,
1.977,0.983,,,
2.178,0.982,,,
2.07,0.985,,,
1.274,0.995,,,
1.438,0.992,,,
1.637,0.988,,,
1.686,0.986,,,
1.72,0.984,,,
1.732,0.983,,,
1.648,0.984,,,
1.917,0.977,,,
1.656,0.982,,,
1.591,0.983,,,
1.438,0.987,,,
1.288,0.989,,,
1.535,0.985,,,
1.502,0.986,,,
1.474,0.987,,,
1.302,0.99,,,
1.404,0.987,,,
1.315,0.989,,,
2.029,0.973,,,
1.905,0.977,,,
1.853,0.977,,,
2.055,0.973,,,
1.723,0.982,,,
1.662,0.983,,,
1.518,0.986,,,
1.227,0.991,,,
1.121,0.993,,,
0.872,0.996,,,
0.623,0.998,,,
0.788,0.997,,,
0.988,0.995,,,
1.027,0.994,,,
0.923,0.995,,,
0.963,0.994,,,
1.11,0.992,,,
1.131,0.991,,,
1.357,0.987,,,
1.195,0.99,,,
1.306,0.989,,,
1.11,0.992,,,
1.053,0.992,,,
1.161,0.991,,,
1.137,0.991,,,
1.015,0.993,,,
1.073,0.992,,,
0.971,0.993,,,
0.928,0.993,,,
0.922,0.993,,,
0.758,0.995,,,
0.787,0.995,,,
0.864,0.993,,,
0.837,0.994,,,
0.913,0.993,,,
0.882,0.993,,,
0.976,0.991,,,
1.166,0.988,,,
1.263,0.986,,,
1.04,0.991,,,
1.004,0.991,,,
1.487,0.979,,,
1.264,0.986,,,
1.318,0.985,,,
2.841,0.927,,,
2.578,0.943,,,
2.371,0.952,,,
2.41,0.951,,,
2.63,0.946,,,
2.762,0.944,,,
2.168,0.969,,,
2.001,0.973,,,
1.888,0.978,,,
2.198,0.972,,,
2.404,0.967,,,
2.283,0.971,,,
2.196,0.973,,,
2.127,0.975,,,
1.808,0.982,,,
1.805,0.982,,,
1.784,0.982,,,
1.877,0.98,,,
1.882,0.98,,,
1.701,0.982,,,
1.857,0.978,,,
1.948,0.973,,,
1.926,0.973,,,
1.809,0.974,,,
1.879,0.974,,,
2.09,0.966,,,
2.176,0.96,,,
2.371,0.95,,,
2.528,0.938,,,
2.742,0.926,,,
2.83,0.92,,,
2.834,0.911,,,
2.727,0.898,,,
2.404,0.927,,,
2.801,0.909,,,
2.558,0.92,,,
2.605,0.906,,,
2.692,0.905,,,
2.668,0.904,,,
2.642,0.911,,,
2.974,0.893,,,
2.827,0.887,,,
1.834,0.947,,,
1.91,0.942,,,
1.554,0.963,,,
1.442,0.968,,,
1.635,0.961,,,
1.451,0.968,,,
1.209,0.98,,,
1.129,0.985,,,
1.826,0.975,,,
2.22,0.971,,,
2.647,0.947,,,
1.692,0.975,,,
1.5,0.98,,,
1.323,0.984,,,
1.342,0.985,,,
2.385,0.964,,,
2.376,0.964,,,
2.169,0.967,,,
2.381,0.95,,,
2.248,0.956,,,
2.354,0.955,,,
2.322,0.954,,,
2.147,0.961,,,
2.053,0.964,,,
1.96,0.969,,,
2.107,0.967,,,
2.111,0.965,,,
1.947,0.967,,,
2.169,0.962,,,
2.09,0.964,,,
1.96,0.966,,,
2.652,0.988,,,
2.736,0.987,,,
2.654,0.988,,,
2.356,0.99,,,
1.772,0.994,,,
1.859,0.994,,,
2.182,0.991,,,
3.426,0.98,,,
4.038,0.974,,,
3.846,0.977,,,
3.664,0.978,,,
3.883,0.975,,,
3.78,0.976,,,
3.805,0.975,,,
3.575,0.976,,,
4.055,0.967,,,
2.04,0.989,,,
2.094,0.987,,,
2.272,0.985,,,
2.326,0.984,,,
2.474,0.981,,,
2.958,0.973,,,
4.189,0.952,,,
2.979,0.97,,,
3.073,0.967,,,
2.985,0.968,,,
2.779,0.972,,,
2.608,0.974,,,
2.642,0.974,,,
3.504,0.961,,,
3.353,0.961,,,
5.434,0.925,,,
2.854,0.963,,,
3.047,0.956,,,
3.077,0.955,,,
2.707,0.962,,,
2.999,0.957,,,
2.528,0.966,,,
2.62,0.97,,,
3.254,0.963,,,
2.12,0.983,,,
1.747,0.989,,,
1.206,0.995,,,
1.724,0.991,,,
3.668,0.975,,,
2.689,0.986,,,
2.532,0.987,,,
1.593,0.995,,,
1.717,0.993,,,
1.212,0.997,,,
1.538,0.994,,,
1.914,0.99,,,
1.895,0.99,,,
2.019,0.988,,,
2.345,0.983,,,
2.482,0.981,,,
2.25,0.984,,,
2.319,0.983,,,
2.551,0.98,,,
2.788,0.978,,,
2.869,0.978,,,
2.981,0.978,,,
2.132,0.99,,,
1.377,0.996,,,
1.601,0.994,,,
2.791,0.979,,,
1.535,0.994,,,
1.19,0.996,,,
2.128,0.987,,,
3.995,0.954,,,
2.571,0.982,,,
3.347,0.968,,,
3.273,0.968,,,
3.494,0.961,,,
3.548,0.962,,,
4.117,0.947,,,
3.822,0.953,,,
3.871,0.949,,,
3.72,0.954,,,
3.784,0.951,,,
3.601,0.955,,,
3.558,0.957,,,
3.908,0.941,,,
3.674,0.952,,,
3.423,0.956,,,
3.279,0.957,,,
2.976,0.964,,,
2.826,0.971,,,
2.547,0.976,,,
2.218,0.98,,,
1.839,0.986,,,
2.067,0.982,,,
4.189,0.928,,,
3.557,0.948,,,
3.397,0.944,,,
3.156,0.955,,,
2.557,0.971,,,
1.919,0.984,,,
1.663,0.987,,,
2.839,0.962,,,
2.992,0.958,,,
2.533,0.968,,,
2.7,0.967,,,
1.674,0.987,,,
1.75,0.985,,,
1.579,0.987,,,
2.471,0.967,,,
2.537,0.965,,,
2.167,0.973,,,
2.078,0.976,,,
2.039,0.978,,,
1.979,0.98,,,
1.772,0.985,,,
1.379,0.99,,,
1.412,0.99,,,
2.784,0.963,,,
2.411,0.972,,,
2.589,0.969,,,
2.775,0.963,,,
3.104,0.956,,,
2.886,0.962,,,
2.68,0.968,,,
2.26,0.976,,,
1.947,0.981,,,
2.073,0.975,,,
1.528,0.986,,,
1.638,0.985,,,
1.731,0.983,,,
1.693,0.985,,,
1.759,0.984,,,
1.677,0.986,,,
1.525,0.989,,,
1.442,0.99,,,
1.482,0.988,,,
1.234,0.991,,,
1.266,0.99,,,
1.273,0.991,,,
1.167,0.992,,,
1.21,0.992,,,
1.222,0.991,,,
1.285,0.991,,,
1.319,0.99,,,
1.333,0.991,,,
1.229,0.992,,,
1.318,0.991,,,
1.417,0.99,,,
1.608,0.988,,,
1.553,0.988,,,
1.56,0.987,,,
1.537,0.987,,,
1.617,0.987,,,
1.699,0.985,,,
1.868,0.985,,,
1.677,0.988,,,
1.494,0.991,,,
2.122,0.979,,,
2.185,0.978,,,
1.234,0.992,,,
1.268,0.992,,,
1.284,0.991,,,
1.411,0.989,,,
1.734,0.984,,,
1.647,0.986,,,
1.736,0.986,,,
1.128,0.994,,,
1.055,0.994,,,
1.164,0.993,,,
1.318,0.992,,,
1.371,0.991,,,
1.444,0.99,,,
1.445,0.991,,,
1.557,0.989,,,
1.678,0.987,,,
1.608,0.988,,,
1.425,0.99,,,
1.295,0.992,,,
0.991,0.995,,,
1.076,0.994,,,
1.423,0.99,,,
1.191,0.993,,,
1.328,0.99,,,
1.354,0.989,,,
1.567,0.987,,,
2.04,0.977,,,
1.584,0.986,,,
1.32,0.99,,,
1.238,0.991,,,
1.117,0.993,,,
0.998,0.994,,,
0.96,0.995,,,
0.824,0.996,,,
1.037,0.993,,,
1.055,0.992,,,
1.133,0.992,,,
3.422,0.92,,,
1.119,0.991,,,
1.442,0.986,,,
1.329,0.989,,,
1.44,0.988,,,
1.59,0.986,,,
4.953,0.769,,,
5.003,0.766,,,
5.129,0.772,,,
5.396,0.774,,,
5.545,0.79,,,
5.095,0.855,,,
5.022,0.874,,,
4.434,0.91,,,
4.343,0.92,,,
4.236,0.925,,,
4.067,0.933,,,
3.765,0.941,,,
3.684,0.942,,,
3.616,0.942,,,
3.407,0.947,,,
3.207,0.952,,,
2.608,0.965,,,
2.917,0.956,,,
3.283,0.942,,,
3.354,0.929,,,
3.119,0.939,,,
3.13,0.933,,,
2.981,0.93,,,
3.044,0.918,,,
3.123,0.909,,,
3.253,0.891,,,
3.413,0.887,,,
3.546,0.868,,,
3.569,0.87,,,
3.421,0.889,,,
3.2,0.907,,,
3.342,0.914,,,
3.076,0.915,,,
2.735,0.937,,,
2.742,0.939,,,
2.925,0.938,,,
3.67,0.918,,,
3.99,0.902,,,
4.048,0.922,,,
5.02,0.897,,,
4.994,0.899,,,
5.126,0.891,,,
4.676,0.881,,,
1.671,0.979,,,
1.461,0.982,,,
1.506,0.982,,,
1.859,0.974,,,
1.722,0.975,,,
1.668,0.977,,,
2.777,0.95,,,
2.184,0.966,,,
1.879,0.976,,,
1.994,0.976,,,
2.009,0.976,,,
1.513,0.986,,,
1.707,0.985,,,
1.553,0.99,,,
1.211,0.994,,,
1.954,0.982,,,
2.303,0.964,,,
2.313,0.95,,,
1.809,0.965,,,
1.71,0.963,,,
1.484,0.967,,,
1.204,0.975,,,
1.213,0.971,,,
1.189,0.967,,,
1.242,0.961,,,
1.252,0.958,,,
1.207,0.959,,,
1.238,0.955,,,
1.236,0.953,,,
1.204,0.956,,,
1.159,0.957,,,
1.006,0.965,,,
0.903,0.968,,,
0.914,0.961,,,
0.807,0.969,,,
0.818,0.965,,,
1.035,0.894,,,
0.965,0.879,,,
0.903,0.879,,,
0.901,0.85,,,
0.884,0.835,,,
0.911,0.818,,,
0.825,0.824,,,
0.819,0.826,,,
0.881,0.822,,,
0.977,0.791,,,
0.983,0.762,,,
1.175,0.717,,,
1.221,0.731,,,
0.955,0.859,,,
0.766,0.929,,,
0.84,0.933,,,
1.057,0.901,,,
1.011,0.913,,,
1.04,0.903,,,
1.052,0.897,,,
1.034,0.898,,,
1.053,0.898,,,
1.087,0.898,,,
0.96,0.94,,,
0.996,0.941,,,
1.062,0.943,,,
1.153,0.942,,,
1.277,0.942,,,
1.297,0.949,,,
1.156,0.966,,,
1.24,0.964,,,
1.325,0.964,,,
1.323,0.967,,,
1.134,0.978,,,
1.032,0.985,,,
0.871,0.991,,,
1.046,0.99,,,
1.296,0.986,,,
1.337,0.987,,,
1.503,0.985,,,
1.45,0.986,,,
1.513,0.987,,,
1.582,0.987,,,
2.122,0.979,,,
2.085,0.982,,,
2.528,0.975,,,
2.677,0.973,,,
2.507,0.976,,,
2.112,0.981,,,
1.83,0.985,,,
1.806,0.985,,,
1.85,0.984,,,
1.831,0.984,,,
1.877,0.983,,,
2.229,0.976,,,
2.174,0.976,,,
2.012,0.977,,,
2.249,0.969,,,
2.47,0.961,,,
1.803,0.977,,,
1.574,0.979,,,
1.658,0.974,,,
1.707,0.963,,,
1.602,0.96,,,
1.898,0.949,,,
2.102,0.941,,,
2.242,0.935,,,
2.236,0.942,,,
2.407,0.942,,,
1.977,0.959,,,
2.051,0.961,,,
1.838,0.968,,,
1.802,0.971,,,
2.444,0.941,,,
1.943,0.962,,,
1.892,0.963,,,
2.27,0.945,,,
1.923,0.959,,,
1.7,0.966,,,
1.653,0.966,,,
1.592,0.969,,,
1.525,0.97,,,
1.634,0.963,,,
1.644,0.961,,,
1.68,0.956,,,
1.861,0.943,,,
1.816,0.943,,,
1.882,0.938,,,
2.054,0.924,,,
2.077,0.923,,,
2.401,0.89,,,
2.435,0.867,,,
2.315,0.85,,,
2.421,0.811,,,
2.463,0.802,,,
2.433,0.774,,,
2.413,0.784,,,
2.302,0.802,,,
2.257,0.781,,,
2.301,0.795,,,
2.39,0.774,,,
2.588,0.705,,,
2.895,0.612,,,
2.872,0.595,,,
2.642,0.653,,,
2.424,0.694,,,
2.355,0.725,,,
2.595,0.713,,,
2.183,0.789,,,
2.499,0.844,,,
2.821,0.892,,,
2.821,0.937,,,
3.847,0.875,,,
2.378,0.91,,,
1.968,0.919,,,
2.287,0.902,,,
1.96,0.925,,,
2.181,0.929,,,
2.425,0.926,,,
3.427,0.902,,,
3.367,0.894,,,
1.61,0.985,,,
1.616,0.985,,,
1.555,0.986,,,
1.568,0.986,,,
1.448,0.987,,,
1.476,0.985,,,
1.74,0.979,,,
1.566,0.983,,,
1.22,0.99,,,
0.904,0.995,,,
0.955,0.994,,,
0.946,0.994,,,
0.95,0.994,,,
1.096,0.991,,,
1.153,0.991,,,
1.108,0.992,,,
1.119,0.992,,,
1.65,0.981,,,
1.567,0.983,,,
1.677,0.981,,,
1.806,0.977,,,
1.929,0.974,,,
1.869,0.977,,,
1.877,0.974,,,
1.906,0.975,,,
1.957,0.972,,,
2.052,0.971,,,
1.686,0.981,,,
1.579,0.983,,,
1.396,0.987,,,
1.314,0.988,,,
1.315,0.987,,,
1.455,0.984,,,
1.346,0.987,,,
1.427,0.987,,,
1.415,0.987,,,
1.294,0.991,,,
1.504,0.988,,,
1.641,0.984,,,
1.635,0.984,,,
1.65,0.985,,,
1.888,0.979,,,
2.2,0.974,,,
2.235,0.975,,,
1.97,0.98,,,
2.031,0.976,,,
1.755,0.98,,,
1.762,0.981,,,
2.118,0.978,,,
2.223,0.978,,,
2.028,0.982,,,
1.966,0.981,,,
2.102,0.98,,,
2.526,0.972,,,
2.943,0.965,,,
2.376,0.979,,,
2.939,0.972,,,
3.699,0.961,,,
3.225,0.973,,,
3.597,0.969,,,
4.688,0.957,,,
4.51,0.958,,,
3.258,0.957,,,
2.321,0.973,,,
2.44,0.972,,,
2.932,0.962,,,
2.983,0.963,,,
2.684,0.969,,,
2.294,0.978,,,
2.024,0.983,,,
1.691,0.987,,,
1.739,0.987,,,
1.585,0.989,,,
1.524,0.989,,,
1.778,0.987,,,
1.531,0.991,,,
1.53,0.99,,,
2.047,0.983,,,
1.905,0.986,,,
1.688,0.989,,,
1.48,0.991,,,
1.692,0.988,,,
1.198,0.994,,,
1.309,0.993,,,
1.166,0.994,,,
1.236,0.994,,,
0.878,0.997,,,
1.048,0.996,,,
1.257,0.995,,,
1.73,0.992,,,
1.349,0.995,,,
1.663,0.993,,,
2.442,0.982,,,
3.346,0.962,,,
3.321,0.96,,,
4.081,0.936,,,
4.5,0.918,,,
4.349,0.926,,,
4.332,0.925,,,
4.508,0.917,,,
4.467,0.92,,,
4.298,0.928,,,
4.735,0.916,,,
4.879,0.916,,,
4.95,0.921,,,
4.92,0.931,,,
4.778,0.936,,,
4.686,0.94,,,
4.734,0.939,,,
4.737,0.932,,,
4.537,0.95,,,
4.717,0.948,,,
5.577,0.928,,,
6.321,0.912,,,
6.186,0.904,,,
6.002,0.893,,,
5.764,0.896,,,
5.477,0.915,,,
5.292,0.925,,,
4.819,0.94,,,
5.165,0.927,,,
5.339,0.918,,,
4.428,0.945,,,
4.661,0.937,,,
4.442,0.943,,,
4.9,0.931,,,
4.931,0.928,,,
5.645,0.912,,,
5.697,0.917,,,
3.567,0.97,,,
3.818,0.969,,,
4.373,0.96,,,
5.374,0.944,,,
3.021,0.983,,,
2.782,0.974,,,
3.333,0.963,,,
3.55,0.953,,,
3.155,0.965,,,
3.227,0.967,,,
3.531,0.963,,,
3.938,0.955,,,
4.008,0.943,,,
3.658,0.94,,,
3.741,0.926,,,
3.918,0.924,,,
3.76,0.928,,,
3.707,0.937,,,
3.454,0.948,,,
3.228,0.948,,,
3.236,0.941,,,
2.709,0.948,,,
2.694,0.948,,,
2.569,0.951,,,
2.659,0.945,,,
2.708,0.945,,,
2.677,0.943,,,
2.362,0.954,,,
2.678,0.951,,,
2.246,0.962,,,
1.442,0.983,,,
1.541,0.981,,,
1.468,0.984,,,
1.28,0.987,,,
1.39,0.986,,,
1.306,0.987,,,
1.325,0.987,,,
1.173,0.99,,,
1.014,0.992,,,
1.053,0.992,,,
1.549,0.987,,,
1.463,0.987,,,
0.98,0.994,,,
0.899,0.994,,,
0.772,0.996,,,
0.899,0.995,,,
0.868,0.996,,,
1.236,0.993,,,
1.212,0.993,,,
0.876,0.996,,,
0.738,0.997,,,
0.772,0.997,,,
0.721,0.997,,,
0.851,0.996,,,
0.782,0.997,,,
1.027,0.995,,,
1.036,0.995,,,
0.75,0.998,,,
1.173,0.995,,,
1.214,0.995,,,
2.435,0.981,,,
2.228,0.98,,,
2.146,0.98,,,
2.297,0.976,,,
2.703,0.962,,,
2.911,0.943,,,
2.718,0.947,,,
2.718,0.949,,,
2.766,0.946,,,
2.776,0.947,,,
2.858,0.948,,,
